prompt_id,condition,domain,question,context,pairwise,context_question_similarity,similarity_variance_flag,q_tokens,ctx_tokens,combined_tokens,token_limit_flag,mean_token_entropy,first_token_entropy,peak_entropy_position,beam_mean_cosine_sim,beam_cluster_entropy,beam_embed_nan_positions,caa_mean_l2,caa_mean_cosine,displacement_cosine_vs_direct,nan_layers_sanitized,semantic_entropy,timing_s
1,no_context,social,Why do humans form social hierarchies?,,0,,,9.0,0.0,9.0,0.0,0.5304449250996113,,0,0.7567230463027954,2.0253262199700677,1608,0.0,1.0,1.0,28,1.973001405593613,414.3
2,direct_information,social,Why do humans form social hierarchies?,The user is a sociologist.,1a,0.4820123612880707,0.0,9.0,7.0,16.0,0.0,0.5527368706564109,,0,0.833583414554596,2.0253262199700677,1678,24.869034676716247,0.9757942434014946,1.0000000184979931,28,2.1639556559820567,384.52
3,implicature_information,social,Why do humans form social hierarchies?,The user is sitting in a crowded open-plan office.,1b,0.2775838971138,0.0,9.0,11.0,20.0,0.0,0.5818885998115653,,0,0.7376261353492737,1.973001405593613,1710,22.48297079267173,0.9781047414089071,0.6298786812815172,28,2.0253262199700677,379.41
4,stochastic_information,social,Why do humans form social hierarchies?,The user is wearing red sneakers.,1c,0.2038233131170272,0.0,9.0,7.0,16.0,0.0,0.3872241062323252,,84,0.9290368556976318,1.973001405593613,1682,48.426134664436866,0.9474659726537508,0.599207139220731,,1.8343719695816239,384.71
5,no_context,social,Why do people gossip?,,0,,,5.0,0.0,5.0,0.0,0.6014275988340378,,0,0.8318029046058655,1.973001405593613,1577,0.0,1.000000014387328,1.0,28,2.0253262199700677,374.38
6,direct_information,social,Why do people gossip?,The user is a social psychologist.,2a,0.4871504306793213,0.0,5.0,7.0,12.0,0.0,0.6201729826827844,,0,0.7288456559181213,1.2798542254336676,1618,28.165284539091175,0.9698424955894207,1.0000000123319954,28,0.6730116668092565,389.64
7,implicature_information,social,Why do people gossip?,The user is getting their nails done.,2b,0.2873786687850952,0.0,5.0,8.0,13.0,0.0,0.5881352809640904,,0,0.8442667722702026,2.1639556559820567,1648,36.8848421326999,0.9509688677458927,0.5938879785866573,28,1.8866967839580784,388.34
8,stochastic_information,social,Why do people gossip?,The user has curly hair.,2c,0.2360110282897949,0.0,5.0,6.0,11.0,0.0,0.5215071413417658,,0,0.8452425599098206,2.0253262199700677,1631,29.091051085241908,0.9663408706928122,0.5631756885298367,28,1.2275294109572128,372.18
9,no_context,natural,Why do we age?,,0,,,5.0,0.0,5.0,0.0,0.43850904187560075,,0,0.8949492573738098,2.0253262199700677,1540,0.0,1.0000000102766629,1.0,28,2.0253262199700677,354.81
10,direct_information,natural,Why do we age?,The user is a gerontologist.,3a,0.6216428875923157,0.0,5.0,8.0,13.0,0.0,0.42670308287938435,,0,0.7770755290985107,2.1639556559820567,1562,31.78303339563567,0.9651047073561569,1.0000000226086583,28,2.0253262199700677,379.52
11,implicature_information,natural,Why do we age?,The user is helping an elderly relative.,3b,0.4126060605049133,0.0,5.0,8.0,13.0,0.0,0.42813663063446683,,0,0.7512566447257996,2.0253262199700677,1589,24.29474055355993,0.9748660634303915,0.705538848350788,28,2.1639556559820567,424.15
12,stochastic_information,natural,Why do we age?,The user is carrying an umbrella.,3c,0.2968961596488952,0.0,5.0,7.0,12.0,0.0,0.32864207885662716,,90,0.9455456137657166,1.64341771919318,1592,47.33512497359309,0.9503829273684271,0.621849572864072,,2.0253262199700677,366.36
13,no_context,natural,Why do leaves change colour in autumn?,,0,,,8.0,0.0,8.0,0.0,0.5358510337358429,,0,0.5561419725418091,1.6094379118341005,1402,0.0,1.0000000041106651,1.0,28,1.6094379118341005,378.09
14,direct_information,natural,Why do leaves change colour in autumn?,The user is a botanist.,4a,0.4317409694194793,0.0,8.0,8.0,16.0,0.0,0.48251851863378575,,0,0.8543886542320251,2.0253262199700677,1572,38.81619928623068,0.951566823597612,1.0000000041106651,28,2.0253262199700677,374.17
15,implicature_information,natural,Why do leaves change colour in autumn?,The user is walking through a park.,4b,0.2810074985027313,0.0,8.0,8.0,16.0,0.0,0.3985569438414696,,0,0.8343554139137268,2.1639556559820567,1551,24.126550127720012,0.9774394117552658,0.7153434404011431,28,2.1639556559820567,360.35
16,stochastic_information,natural,Why do leaves change colour in autumn?,The user is wearing a blue coat.,4c,0.2555951178073883,0.0,8.0,8.0,16.0,0.0,0.32121764968832334,,59,0.8869731426239014,2.0253262199700677,1673,53.16635073875559,0.9375454865652939,0.6696540446117006,,2.0253262199700677,355.19
